Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32756911,02/23/2016 04:00:59 PM,02/23/2016 06:32:15 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11234,1379 EAST 58 STREET,EAST 58 STREET,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/24/2016 12:00:59 AM,The Police Department reviewed your complaint and provided additional information below.,02/23/2016 06:32:16 PM,18 BROOKLYN,BROOKLYN,1006645,165440,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.620742747149485,-73.91932939976924,"(40.620742747149485, -73.91932939976924)"
32756930,02/23/2016 08:38:34 AM,02/23/2016 10:29:09 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10038,45 JOHN STREET,JOHN STREET,NASSAU STREET,DUTCH STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/23/2016 04:38:34 PM,The Police Department responded to the complaint and took action to fix the condition.,02/23/2016 10:29:09 AM,01 MANHATTAN,MANHATTAN,982032,197672,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.709240453915136,-74.00800021944058,"(40.709240453915136, -74.00800021944058)"
32756931,02/23/2016 02:34:29 PM,02/23/2016 07:08:07 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11416,95-21 75 STREET,75 STREET,95 AVENUE,97 AVENUE,,,ADDRESS,OZONE PARK,,Precinct,Closed,02/23/2016 10:34:29 PM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,02/23/2016 07:08:07 PM,09 QUEENS,QUEENS,1022081,187884,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68229410116397,-73.86360048434888,"(40.68229410116397, -73.86360048434888)"
32757784,02/23/2016 11:44:54 AM,02/23/2016 08:25:06 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10012,21 BLEECKER STREET,BLEECKER STREET,ELIZABETH STREET,MOTT STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/23/2016 07:44:54 PM,The Police Department responded to the complaint and took action to fix the condition.,02/23/2016 08:25:06 PM,02 MANHATTAN,MANHATTAN,986104,203608,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72553343340723,-73.99331107613254,"(40.72553343340723, -73.99331107613254)"
32757886,02/23/2016 03:40:18 PM,02/23/2016 04:40:36 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10036,136 WEST 42 STREET,WEST 42 STREET,AVENUE OF THE AMERICAS,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,02/23/2016 11:40:18 PM,The Police Department responded to the complaint and took action to fix the condition.,02/23/2016 04:40:36 PM,05 MANHATTAN,MANHATTAN,988319,214467,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.755337946638655,-73.98531315574682,"(40.755337946638655, -73.98531315574682)"
32760026,02/24/2016 07:32:18 AM,02/24/2016 08:37:32 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10001,141 WEST 33 STREET,WEST 33 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/24/2016 03:32:18 PM,The Police Department responded to the complaint and took action to fix the condition.,02/24/2016 08:37:32 AM,05 MANHATTAN,MANHATTAN,987164,212396,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7496540323642,-73.98948296571366,"(40.7496540323642, -73.98948296571366)"
32762185,02/24/2016 10:07:15 AM,02/25/2016 01:59:46 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10456,1290 GRANDCONCOURSE,GRANDCONCOURSE,EAST 169 STREET,CLARKE PLACE,,,ADDRESS,BRONX,,Precinct,Closed,02/24/2016 06:07:15 PM,The Police Department responded to the complaint and took action to fix the condition.,02/25/2016 01:59:46 AM,04 BRONX,BRONX,1007563,244048,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83649992498582,-73.91575027111848,"(40.83649992498582, -73.91575027111848)"
32762227,02/24/2016 02:47:43 PM,02/24/2016 03:15:50 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10012,21 BLEECKER STREET,BLEECKER STREET,ELIZABETH STREET,MOTT STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/24/2016 10:47:43 PM,The Police Department responded to the complaint and took action to fix the condition.,02/24/2016 03:15:50 PM,02 MANHATTAN,MANHATTAN,986104,203608,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72553343340723,-73.99331107613254,"(40.72553343340723, -73.99331107613254)"
32764423,02/24/2016 10:26:07 AM,02/24/2016 11:45:04 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10014,384 WEST STREET,WEST STREET,BARROW STREET,CHRISTOPHER STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/24/2016 06:26:07 PM,The Police Department responded to the complaint and took action to fix the condition.,02/24/2016 11:45:04 AM,02 MANHATTAN,MANHATTAN,981375,205992,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73207665836572,-74.01037354071673,"(40.73207665836572, -74.01037354071673)"
32765584,02/24/2016 11:27:48 AM,02/24/2016 05:11:11 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10036,,,,,WEST   47 STREET,BROADWAY,INTERSECTION,NEW YORK,,Precinct,Closed,02/24/2016 07:27:48 PM,The Police Department responded to the complaint and took action to fix the condition.,02/24/2016 05:11:11 PM,05 MANHATTAN,MANHATTAN,988377,215949,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75940563142294,-73.98510289805732,"(40.75940563142294, -73.98510289805732)"
32766642,02/24/2016 12:01:44 PM,02/24/2016 06:09:14 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10029,307 EAST 116 STREET,EAST 116 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/24/2016 08:01:44 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/24/2016 06:09:14 PM,11 MANHATTAN,MANHATTAN,1001530,229628,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7969349453389,-73.93758975879454,"(40.7969349453389, -73.93758975879454)"
32767701,02/25/2016 07:01:02 AM,02/25/2016 07:31:47 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10001,141 WEST 33 STREET,WEST 33 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/25/2016 03:01:02 PM,The Police Department responded to the complaint and took action to fix the condition.,02/25/2016 07:31:47 AM,05 MANHATTAN,MANHATTAN,987164,212396,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7496540323642,-73.98948296571366,"(40.7496540323642, -73.98948296571366)"
32768759,02/25/2016 09:24:55 PM,02/25/2016 10:45:07 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10025,722 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 95 STREET,WEST 96 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/26/2016 05:24:55 AM,The Police Department made an arrest in response to the complaint.,02/25/2016 10:45:07 PM,07 MANHATTAN,MANHATTAN,992349,228388,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79354466581612,-73.97075030270229,"(40.79354466581612, -73.97075030270229)"
32768768,02/26/2016 12:28:50 AM,02/26/2016 01:24:52 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,11226,927 FLATBUSH AVENUE,FLATBUSH AVENUE,CHURCH AVENUE,SNYDER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/26/2016 08:28:50 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/26/2016 01:24:52 AM,14 BROOKLYN,BROOKLYN,995771,175914,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64951246061166,-73.95848150672501,"(40.64951246061166, -73.95848150672501)"
32768948,02/25/2016 03:47:49 PM,02/26/2016 05:05:06 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,11355,,,,,KISSENA BOULEVARD,CHERRY AVENUE,INTERSECTION,FLUSHING,,Precinct,Closed,02/25/2016 11:47:49 PM,The Police Department responded to the complaint and took action to fix the condition.,02/26/2016 05:05:06 AM,07 QUEENS,QUEENS,1033343,213985,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.753879628959666,-73.82280512448826,"(40.753879628959666, -73.82280512448826)"
32769950,02/25/2016 06:54:21 PM,02/25/2016 09:09:13 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11103,24-38 47 STREET,47 STREET,ASTORIA BOULEVARD,25 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,02/26/2016 02:54:21 AM,The Police Department reviewed your complaint and provided additional information below.,02/25/2016 09:09:13 PM,01 QUEENS,QUEENS,1010495,218516,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76641339150364,-73.90525426378565,"(40.76641339150364, -73.90525426378565)"
32769951,02/25/2016 08:25:11 AM,02/25/2016 03:07:25 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10001,141 WEST 33 STREET,WEST 33 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/25/2016 04:25:11 PM,The Police Department responded to the complaint and took action to fix the condition.,02/25/2016 03:07:25 PM,05 MANHATTAN,MANHATTAN,987164,212396,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7496540323642,-73.98948296571366,"(40.7496540323642, -73.98948296571366)"
32770967,02/25/2016 10:45:47 PM,02/26/2016 06:35:54 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10021,191 EAST 76 STREET,EAST 76 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/26/2016 06:45:47 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/26/2016 06:35:54 AM,08 MANHATTAN,MANHATTAN,995576,220725,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77250822316721,-73.95910884934779,"(40.77250822316721, -73.95910884934779)"
32772089,02/25/2016 03:48:02 PM,02/25/2016 04:53:23 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10036,136 WEST 42 STREET,WEST 42 STREET,AVENUE OF THE AMERICAS,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,02/25/2016 11:48:02 PM,The Police Department responded to the complaint and took action to fix the condition.,02/25/2016 04:53:23 PM,05 MANHATTAN,MANHATTAN,988319,214467,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.755337946638655,-73.98531315574682,"(40.755337946638655, -73.98531315574682)"
32775710,02/25/2016 10:17:06 AM,02/25/2016 12:41:10 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,11419,131-12 LIBERTY AVENUE,LIBERTY AVENUE,131 STREET,132 STREET,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,02/25/2016 06:17:06 PM,The Police Department reviewed your complaint and provided additional information below.,02/25/2016 12:41:10 PM,10 QUEENS,QUEENS,1035657,190775,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69016078262416,-73.81463034101237,"(40.69016078262416, -73.81463034101237)"
32775711,02/25/2016 08:14:18 AM,02/25/2016 11:40:27 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10018,,,,,WEST   35 STREET,10 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,02/25/2016 04:14:18 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/25/2016 11:40:27 AM,04 MANHATTAN,MANHATTAN,984621,214435,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75525104325968,-73.99866089651414,"(40.75525104325968, -73.99866089651414)"
32776706,02/26/2016 08:58:44 AM,02/26/2016 12:09:13 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10012,21 BLEEKER STREET,BLEEKER STREET,ELIZABETH STREET,MOTT STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/26/2016 04:58:44 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/26/2016 12:09:14 PM,02 MANHATTAN,MANHATTAN,986104,203608,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72553343340723,-73.99331107613254,"(40.72553343340723, -73.99331107613254)"
32779061,02/26/2016 03:16:27 PM,02/26/2016 08:12:48 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11434,143-35 FARMERS BOULEVARD,FARMERS BOULEVARD,143 ROAD,144 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,02/26/2016 11:16:27 PM,The Police Department responded to the complaint and determined that police action was not necessary.,02/26/2016 08:12:48 PM,12 QUEENS,QUEENS,1049168,183086,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66896750611407,-73.76598499894239,"(40.66896750611407, -73.76598499894239)"
32780617,02/26/2016 06:20:59 PM,02/26/2016 06:28:31 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Store/Commercial,10003,145 1 AVENUE,1 AVENUE,ST MARKS PLACE,EAST 9 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/27/2016 02:20:59 AM,The Police Department responded to the complaint and took action to fix the condition.,02/26/2016 06:28:31 PM,03 MANHATTAN,MANHATTAN,988427,204541,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.728093499368086,-73.98492949921582,"(40.728093499368086, -73.98492949921582)"
32780709,02/26/2016 02:53:45 PM,02/26/2016 06:38:02 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11207,600 MILLER AVENUE,MILLER AVENUE,DUMONT AVENUE,LIVONIA AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/26/2016 10:53:45 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/26/2016 06:38:02 PM,05 BROOKLYN,BROOKLYN,1014898,181930,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.665979508202724,-73.88952580424066,"(40.665979508202724, -73.88952580424066)"
32782028,02/26/2016 08:26:49 AM,02/28/2016 08:36:12 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11413,139-29 229 STREET,229 STREET,139 AVENUE,141 AVENUE,,,ADDRESS,SPRINGFIELD GARDENS,,Precinct,Closed,02/26/2016 04:26:49 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/28/2016 08:36:12 AM,13 QUEENS,QUEENS,1054772,183161,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.669130497835894,-73.74578314536886,"(40.669130497835894, -73.74578314536886)"
32782234,02/26/2016 08:06:08 AM,02/26/2016 08:59:32 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10001,141 WEST 33 STREET,WEST 33 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,02/26/2016 04:06:08 PM,The Police Department responded to the complaint and took action to fix the condition.,02/26/2016 08:59:32 AM,05 MANHATTAN,MANHATTAN,987164,212396,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7496540323642,-73.98948296571366,"(40.7496540323642, -73.98948296571366)"
32782286,02/26/2016 12:11:18 PM,02/26/2016 05:47:12 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11221,481 JEFFERSON AVENUE,JEFFERSON AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,Precinct,Closed,02/26/2016 08:11:18 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/26/2016 05:47:12 PM,03 BROOKLYN,BROOKLYN,1001162,188686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68456009532956,-73.93902180088351,"(40.68456009532956, -73.93902180088351)"
32782346,02/26/2016 04:13:40 PM,02/26/2016 07:16:10 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10001,56 WEST 35 STREET,WEST 35 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,02/27/2016 12:13:40 AM,The Police Department responded to the complaint and determined that police action was not necessary.,02/26/2016 07:16:10 PM,05 MANHATTAN,MANHATTAN,988130,212485,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74989794381453,-73.98599648506749,"(40.74989794381453, -73.98599648506749)"
32783052,02/27/2016 05:11:25 AM,02/27/2016 07:21:54 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10002,19 PITT STREET,PITT STREET,BROOME STREET,DELANCEY STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/27/2016 01:11:25 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/27/2016 07:21:54 AM,03 MANHATTAN,MANHATTAN,988801,200209,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.716203022018895,-73.98358304679478,"(40.716203022018895, -73.98358304679478)"
32785039,02/27/2016 12:28:00 PM,02/27/2016 10:56:24 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10021,1411 YORK AVENUE,YORK AVENUE,EAST 75 STREET,EAST 76 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/27/2016 08:28:00 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/27/2016 10:56:24 PM,08 MANHATTAN,MANHATTAN,997482,219428,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76894564919414,-73.95223002218643,"(40.76894564919414, -73.95223002218643)"
32789283,02/27/2016 09:25:08 AM,02/27/2016 10:01:07 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10036,562 5 AVENUE,5 AVENUE,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,02/27/2016 05:25:08 PM,The Police Department responded to the complaint and took action to fix the condition.,02/27/2016 10:01:07 AM,05 MANHATTAN,MANHATTAN,990004,214791,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75622630813967,-73.97923095864435,"(40.75622630813967, -73.97923095864435)"
32793869,02/28/2016 01:52:57 PM,02/28/2016 02:51:13 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10001,491 8 AVENUE,8 AVENUE,WEST 34 STREET,WEST 35 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,02/28/2016 09:52:57 PM,The Police Department responded to the complaint and took action to fix the condition.,02/28/2016 02:51:13 PM,04 MANHATTAN,MANHATTAN,986130,213452,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75255276573351,-73.99321452134228,"(40.75255276573351, -73.99321452134228)"
32793931,02/28/2016 08:52:45 AM,02/28/2016 10:53:43 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11356,7-17 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,7 AVENUE,8 AVENUE,,,ADDRESS,COLLEGE POINT,,Precinct,Closed,02/28/2016 04:52:45 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,02/28/2016 10:53:44 AM,07 QUEENS,QUEENS,1027032,227369,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79064794149482,-73.84549861356555,"(40.79064794149482, -73.84549861356555)"
32794531,02/28/2016 10:11:27 AM,02/28/2016 04:49:15 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10036,562 5 AVENUE,5 AVENUE,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Precinct,Closed,02/28/2016 06:11:27 PM,The Police Department responded to the complaint and took action to fix the condition.,02/28/2016 04:49:15 PM,05 MANHATTAN,MANHATTAN,990004,214791,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75622630813967,-73.97923095864435,"(40.75622630813967, -73.97923095864435)"
32800349,02/29/2016 08:13:56 AM,02/29/2016 10:32:56 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10306,,,,,MILL ROAD,AVISTON STREET,INTERSECTION,STATEN ISLAND,,Precinct,Closed,02/29/2016 04:13:56 PM,The Police Department responded to the complaint and determined that police action was not necessary.,02/29/2016 10:32:56 AM,03 STATEN ISLAND,STATEN ISLAND,951842,141679,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.55549263485889,-74.11662513950688,"(40.55549263485889, -74.11662513950688)"
32805487,03/01/2016 06:06:09 PM,03/01/2016 08:50:28 PM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,10013,369 BROADWAY,BROADWAY,FRANKLIN STREET,WHITE STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,03/02/2016 02:06:09 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/01/2016 08:50:28 PM,01 MANHATTAN,MANHATTAN,983323,200749,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.717686314515234,-74.00334406816607,"(40.717686314515234, -74.00334406816607)"
32806517,03/01/2016 09:36:29 AM,03/01/2016 11:42:42 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10022,3 AVENUE,3 AVENUE,EAST 56 STREET,EAST 57 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,03/01/2016 05:36:29 PM,The Police Department responded to the complaint and determined that police action was not necessary.,03/01/2016 11:42:42 AM,06 MANHATTAN,MANHATTAN,993200,216133,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75990709749271,-73.9676932230285,"(40.75990709749271, -73.9676932230285)"
32807459,03/01/2016 11:36:14 PM,03/02/2016 06:43:34 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Residential Building/House,11215,1661 11 AVENUE,11 AVENUE,SHERMAN STREET,PROSPECT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/02/2016 07:36:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/02/2016 06:43:34 AM,07 BROOKLYN,BROOKLYN,990649,178480,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65656075306596,-73.97693734040307,"(40.65656075306596, -73.97693734040307)"
32807460,03/01/2016 07:03:28 AM,03/01/2016 07:22:29 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,10001,141 WEST 33 STREET,WEST 33 STREET,AVENUE OF THE AMERICAS,7 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,03/01/2016 03:03:28 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/01/2016 07:22:29 AM,05 MANHATTAN,MANHATTAN,987164,212396,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7496540323642,-73.98948296571366,"(40.7496540323642, -73.98948296571366)"
